@relation GENERATED
@attribute A1 numeric
@attribute A2 numeric
@attribute DEC {MIN,MAJ}
@data
5.496368892490864,-1.2339945965015797,MAJ
-7.003631107509136,-3.456216818723802,MAJ
2.996368892490864,9.87711651460953,MAJ
-2.003631107509136,3.2104498479428645,MAJ
7.996368892490864,-5.678439040946024,MAJ
-8.253631107509136,7.654894292387306,MAJ
1.7463688924908638,0.9882276257206413,MAJ
-3.253631107509136,-8.641402003908988,MAJ
6.746368892490864,4.691931329424346,MAJ
-5.753631107509136,-1.9747353372423204,MAJ
4.246368892490864,-4.1969575594645425,MAJ
-0.7536311075091362,9.136375773868789,MAJ
9.246368892490864,2.4697091072021227,MAJ
-8.878631107509136,-6.419179781686766,MAJ
1.1213688924908638,6.914153551646565,MAJ
-3.878631107509136,0.24748688497990168,MAJ
6.121368892490864,-9.629056324896641,MAJ
3.621368892490864,-2.9623896582299745,MAJ
8.621368892490864,8.148721452881135,MAJ
-7.628631107509136,1.4820547862144706,MAJ
2.371368892490864,-7.40683410267442,MAJ
-2.628631107509136,5.926499230658912,MAJ
7.371368892490864,-0.7401674360077526,MAJ
-5.128631107509136,-8.14757484341516,MAJ
-0.1286311075091362,-1.4809081767484933,MAJ
9.871368892490864,-3.7031303989707154,MAJ
-9.894256107509136,9.630202934362615,MAJ
0.1057438924908638,2.96353626769595,MAJ
-4.894256107509136,-5.925352621192939,MAJ
5.105743892490864,7.407980712140391,MAJ
-7.394256107509136,0.7413140454737266,MAJ
2.605743892490864,-8.888315584155901,MAJ
-2.394256107509136,4.445017749177433,MAJ
7.605743892490864,-2.221648917489234,MAJ
-8.644256107509136,-4.443871139711456,MAJ
1.3557438924908638,8.889462193621876,MAJ
6.355743892490864,-6.666093361933678,MAJ
-6.144256107509136,6.667239971399653,MAJ
3.855743892490864,5.733047329870011E-4,MAJ
-1.1442561075091362,-9.99891864263276,MAJ
8.855743892490864,3.3344146907005734,MAJ
-9.269256107509136,-3.332251975966093,MAJ
-4.269256107509136,7.778859135145018,MAJ
5.730743892490864,1.1121924684783524,MAJ
-6.769256107509136,-7.776696420410537,MAJ
3.230743892490864,5.556636912922794,MAJ
-1.7692561075091362,-1.1100297537438708,MAJ
8.230743892490864,-8.517437161151278,MAJ
-8.019256107509136,4.815896172182055,MAJ
1.9807438924908638,-1.8507704944846115,MAJ
-3.019256107509136,-4.072992716706834,MAJ
6.980743892490864,9.260340616626499,MAJ
4.480743892490864,-6.295214938929056,MAJ
-0.5192561075091362,7.038118394404275,MAJ
9.480743892490864,0.3714517277376106,MAJ
-9.581756107509136,-9.258177901892019,MAJ
0.4182438924908638,4.075155431441315,MAJ
-4.581756107509136,-2.591511235225352,MAJ
5.418243892490864,-4.813733457447574,MAJ
-7.081756107509136,8.519599875885756,MAJ
2.918243892490864,1.852933209219092,MAJ
-2.081756107509136,-7.035955679669796,MAJ
7.918243892490864,6.297377653663534,MAJ
-8.331756107509136,-0.3692890130031301,MAJ
1.6682438924908638,-9.505091482138932,MAJ
-3.331756107509136,3.8282418511944005,MAJ
6.668243892490864,-2.8384248154722655,MAJ
-5.831756107509136,-5.060647037694488,MAJ
4.168243892490864,8.272686295638845,MAJ
-0.8317561075091362,1.6060196289721795,MAJ
9.168243892490864,-7.28286925991671,MAJ
-8.956756107509136,6.050464073416622,MAJ
1.0432438924908638,-0.6162025932500437,MAJ
-3.956756107509136,-8.02361000065745,MAJ
-6.456756107509136,-1.3569433339907844,MAJ
3.543243892490864,-3.5791655562130065,MAJ
-1.4567561075091362,9.754167777120326,MAJ
8.543243892490864,3.087501110453661,MAJ
-7.706756107509136,-5.801387778435228,MAJ
2.293243892490864,7.531945554898103,MAJ
-2.706756107509136,0.8652788882314377,MAJ
7.293243892490864,-8.764350741398193,MAJ
-5.206756107509136,4.568982591935143,MAJ
4.793243892490864,-2.097684074731525,MAJ
9.793243892490864,9.013427036379584,MAJ
-9.738006107509136,2.346760369712919,MAJ
0.2619938924908638,-6.54212851917597,MAJ
-4.738006107509136,6.791204814157361,MAJ
5.261993892490864,0.12453814749069814,MAJ
-7.238006107509136,-9.752005062385846,MAJ
2.761993892490864,3.581328270947486,MAJ
-2.238006107509136,-3.0853383957191793,MAJ
7.761993892490864,-5.307560617941402,MAJ
-8.488006107509136,8.025772715391932,MAJ
1.5119938924908638,1.359106048725267,MAJ
-3.488006107509136,-7.529782840163623,MAJ
-5.988006107509136,-0.8631161734969572,MAJ
4.011993892490864,-8.270523580904364,MAJ
-0.9880061075091362,5.0628097524289695,MAJ
9.011993892490864,-1.603856914237698,MAJ
-9.113006107509136,-3.82607913645992,MAJ
0.8869938924908638,9.507254196873411,MAJ
5.886993892490864,-6.048301358682142,MAJ
-6.613006107509136,7.285031974651188,MAJ
3.386993892490864,0.618365307984523,MAJ
-1.6130061075091362,-9.011264321645104,MAJ
8.386993892490864,4.32206901168823,MAJ
-7.863006107509136,-2.344597654978439,MAJ
2.136993892490864,-4.566819877200661,MAJ
-2.863006107509136,8.766513456132671,MAJ
7.136993892490864,2.0998467894660067,MAJ
-5.363006107509136,-6.789042099422883,MAJ
4.636993892490864,6.544291233910449,MAJ
-0.3630061075091362,-0.12237543275621654,MAJ
9.636993892490864,-9.834309589134818,MAJ
-9.425506107509136,3.499023744198515,MAJ
0.5744938924908638,-3.16764292246815,MAJ
-4.425506107509136,-5.389865144690374,MAJ
5.574493892490864,7.943468188642959,MAJ
-6.925506107509136,1.276801521976294,MAJ
3.074493892490864,-7.612087366912594,MAJ
-1.9255061075091362,5.721245966420736,MAJ
8.074493892490864,-0.9454207002459281,MAJ
-8.175506107509136,-8.352828107653336,MAJ
1.8244938924908638,4.980505225679996,MAJ
-3.175506107509136,-1.6861614409866688,MAJ
6.824493892490864,-3.908383663208891,MAJ
-5.675506107509136,9.424949670124441,MAJ
4.324493892490864,2.7582830034577754,MAJ
-0.6755061075091362,-6.1306058854311125,MAJ
9.324493892490864,7.202727447902218,MAJ
-8.800506107509136,0.5360607812355522,MAJ
1.1994938924908638,-9.093568848394076,MAJ
-3.800506107509136,4.239764484939257,MAJ
6.199493892490864,-2.4269021817274092,MAJ
-6.300506107509136,-4.649124403949632,MAJ
3.699493892490864,8.684208929383699,MAJ
-1.3005061075091362,2.0175422627170336,MAJ
8.699493892490864,-6.871346626171855,MAJ
-7.550506107509136,6.461986707161476,MAJ
2.449493892490864,-0.20467995950518736,MAJ
-2.550506107509136,-9.34048242864099,MAJ
7.449493892490864,3.992850904692342,MAJ
-5.050506107509136,-2.673815761974323,MAJ
4.949493892490864,-4.896037984196545,MAJ
-0.0505061075091362,8.437295349136786,MAJ
9.949493892490864,1.7706286824701212,MAJ
-9.933318607509136,-7.118260206418768,MAJ
0.0666813924908638,6.215073126914563,MAJ
-4.933318607509136,-0.4515935397521009,MAJ
5.066681392490864,-7.859000947159509,MAJ
-7.433318607509136,5.474332386173824,MAJ
2.566681392490864,-1.1923342804928416,MAJ
-2.433318607509136,-3.4145565027150635,MAJ
7.566681392490864,9.918776830618267,MAJ
-8.683318607509136,3.2521101639516026,MAJ
-3.683318607509136,7.6965546083960446,MAJ
6.316681392490864,1.0298879417293794,MAJ
-6.183318607509136,-8.599741687900249,MAJ
-1.1833186075091362,-1.9330750212335823,MAJ
8.816681392490864,-4.155297243455804,MAJ
-9.308318607509136,9.178036089877526,MAJ
0.6916813924908638,2.5113694232108608,MAJ
-4.308318607509136,-6.377519465678027,MAJ
5.691681392490864,6.955813867655303,MAJ
-6.808318607509136,0.2891472009886398,MAJ
3.191681392490864,-9.587396008887904,MAJ
-1.8083186075091362,3.7459373244454275,MAJ
8.191681392490864,-2.920729342221237,MAJ
-8.058318607509136,-5.142951564443459,MAJ
1.9416813924908638,8.190381768889875,MAJ
-3.058318607509136,1.5237151022232087,MAJ
6.941681392490864,-7.365173786665682,MAJ
-5.558318607509136,5.968159546667651,MAJ
4.441681392490864,-0.6985071199990145,MAJ
-0.5583186075091362,-8.105914527406421,MAJ
9.441681392490864,5.227418805926911,MAJ
-9.620818607509136,-1.4392478607397552,MAJ
0.3791813924908638,-3.6614700829619773,MAJ
-4.620818607509136,9.671863250371352,MAJ
5.379181392490864,3.005196583704688,MAJ
-7.120818607509136,-5.8836923051842005,MAJ
2.879181392490864,7.44964102814913,MAJ
-2.120818607509136,0.7829743614824647,MAJ
7.879181392490864,-8.846655268147163,MAJ
-8.370818607509136,4.4866780651861715,MAJ
1.6291813924908638,-2.179988601480496,MAJ
-3.370818607509136,-4.402210823702718,MAJ
6.629181392490864,8.931122509630613,MAJ
-5.870818607509136,2.2644558429639483,MAJ
4.129181392490864,-6.62443304592494,MAJ
-0.8708186075091362,6.70890028740839,MAJ
9.129181392490864,0.0422336207417251,MAJ
-8.995818607509136,-9.916614115883789,MAJ
1.0041813924908638,3.416719217449544,MAJ
-3.995818607509136,-3.249947449217122,MAJ
6.004181392490864,-5.472169671439344,MAJ
-6.495818607509136,7.861163661893988,MAJ
3.504181392490864,1.1944969952273232,MAJ
-1.4958186075091362,-7.6943918936615665,MAJ
8.504181392490864,5.638941439671765,MAJ
-7.745818607509136,-1.0277252269949,MAJ
2.254181392490864,-8.435132634402308,MAJ
-2.745818607509136,4.898200698931026,MAJ
7.254181392490864,-1.7684659677356407,MAJ
-5.245818607509136,-3.990688189957863,MAJ
4.754181392490864,9.34264514337547,MAJ
-0.2458186075091362,2.6759784767088046,MAJ
9.754181392490864,-6.212910412180084,MAJ
-9.777068607509136,7.120422921153247,MAJ
0.2229313924908638,0.4537562544865814,MAJ
-4.777068607509136,-9.175873375143048,MAJ
-7.277068607509136,-2.5092067084763814,MAJ
2.722931392490864,-4.731428930698604,MAJ
-2.277068607509136,8.601904402634728,MAJ
7.722931392490864,1.9352377359680628,MAJ
-8.527068607509136,-6.953651152920825,MAJ
1.4729313924908638,6.379682180412505,MAJ
-3.527068607509136,-0.2869844862541593,MAJ
6.472931392490864,-9.422786955389961,MAJ
3.972931392490864,-2.756120288723295,MAJ
8.972931392490864,8.354990822387816,MAJ
-9.152068607509136,1.6883241557211504,MAJ
0.8479313924908638,-7.200564733167738,MAJ
-4.152068607509136,6.132768600165592,MAJ
5.847931392490864,-0.5338980665010729,MAJ
-6.652068607509136,-7.94130547390848,MAJ
3.347931392490864,5.392027859424853,MAJ
-1.6520686075091362,-1.2746388072418136,MAJ
8.347931392490864,-3.4968610294640357,MAJ
-7.902068607509136,9.836472303869296,MAJ
2.097931392490864,3.1698056372026318,MAJ
-2.902068607509136,-5.719083251686257,MAJ
7.097931392490864,7.614250081647073,MAJ
-5.402068607509136,0.9475834149804085,MAJ
4.597931392490864,-8.68204621464922,MAJ
-0.4020686075091362,4.651287118684113,MAJ
9.597931392490864,-2.0153795479825543,MAJ
-9.464568607509136,-4.237601770204776,MAJ
0.5354313924908638,9.095731563128556,MAJ
5.535431392490864,-6.4598239924269985,MAJ
-6.964568607509136,6.873509340906332,MAJ
3.035431392490864,0.20684267423966896,MAJ
-1.9645686075091362,-9.669700535636874,MAJ
8.035431392490864,3.6636327976964567,MAJ
-8.214568607509136,-3.0030338689702085,MAJ
-3.214568607509136,8.108077242140903,MAJ
6.785431392490864,1.441410575474238,MAJ
-5.714568607509136,-7.447478313414653,MAJ
4.285431392490864,5.885855019918679,MAJ
-0.7145686075091362,-0.7808116467479864,MAJ
9.285431392490864,-8.188219054155393,MAJ
-8.839568607509136,5.145114279177941,MAJ
1.1604313924908638,-1.5215523874887271,MAJ
-3.839568607509136,-3.7437746097109494,MAJ
6.160431392490864,9.589558723622382,MAJ
-6.339568607509136,2.922892056955717,MAJ
3.660431392490864,-5.965996831933172,MAJ
-1.3395686075091362,7.367336501400159,MAJ
8.660431392490864,0.7006698347334939,MAJ
-7.589568607509136,-8.928959794896134,MAJ
2.410431392490864,4.4043735384372,MAJ
-2.589568607509136,-2.2622931282294676,MAJ
7.410431392490864,-4.48451535045169,MAJ
-5.089568607509136,8.848817982881643,MAJ
4.910431392490864,2.1821513162149775,MAJ
-0.0895686075091362,-6.7067375726739105,MAJ
9.910431392490864,6.62659576065942,MAJ
-9.855193607509136,-0.04007090600724572,MAJ
0.1448063924908638,-9.944048958133445,MAJ
5.144806392490864,-3.277382291466778,MAJ
-7.355193607509136,-5.499604513689,MAJ
2.644806392490864,7.833728819644332,MAJ
-2.355193607509136,1.167062152977667,MAJ
7.644806392490864,-7.721826735911224,MAJ
-8.605193607509136,5.6115065974221086,MAJ
1.3948063924908638,-1.0551600692445562,MAJ
-3.605193607509136,-8.462567476651964,MAJ
6.394806392490864,4.87076585668137,MAJ
-6.105193607509136,-1.7959008099852969,MAJ
3.894806392490864,-4.018123032207519,MAJ
-1.1051936075091362,9.315210301125813,MAJ
8.894806392490864,2.6485436344591484,MAJ
-9.230193607509136,-6.240345254429743,MAJ
0.7698063924908638,7.09298807890359,MAJ
-4.230193607509136,0.4263214122369252,MAJ
5.769806392490864,-9.203308217392705,MAJ
-6.730193607509136,4.130025115940629,MAJ
3.269806392490864,-2.5366415507260376,MAJ
8.269806392490864,8.574469560385072,MAJ
-7.980193607509136,1.9078028937184066,MAJ
2.019806392490864,-6.981085995170481,MAJ
-2.980193607509136,6.352247338162849,MAJ
7.019806392490864,-0.3144193285038155,MAJ
-5.480193607509136,-9.45022179763962,MAJ
-0.4801936075091362,-2.7835551309729514,MAJ
9.519806392490864,-5.005777353195173,MAJ
-9.542693607509136,8.32755598013816,MAJ
0.4573063924908638,1.6608893134714942,MAJ
-4.542693607509136,-7.227999575417396,MAJ
-7.042693607509136,-0.561332908750729,MAJ
2.957306392490864,-7.968740316158137,MAJ
-2.042693607509136,5.3645930171751965,MAJ
7.957306392490864,-1.3020736494914698,MAJ
-8.292693607509136,-3.524295871713692,MAJ
1.7073063924908638,9.80903746161964,MAJ
-3.292693607509136,3.1423707949529756,MAJ
6.707306392490864,-5.746518093935915,MAJ
-5.792693607509136,7.586815239397417,MAJ
4.207306392490864,0.9201485727307523,MAJ
-0.7926936075091362,-8.709481056898877,MAJ
9.207306392490864,4.623852276434457,MAJ
-8.917693607509136,-2.0428143902322105,MAJ
-3.917693607509136,9.068296720878898,MAJ
6.082306392490864,2.4016300542122337,MAJ
-6.417693607509136,-6.487258834676655,MAJ
3.582306392490864,6.846074498656676,MAJ
-1.4176936075091362,0.17940783199001276,MAJ
8.582306392490864,-9.697135377886532,MAJ
-7.667693607509136,3.6361979554468005,MAJ
2.332306392490864,-3.0304687112198647,MAJ
-2.667693607509136,-5.2526909334420875,MAJ
7.332306392490864,8.080642399891246,MAJ
-5.167693607509136,1.4139757332245817,MAJ
4.832306392490864,-7.474913155664309,MAJ
-0.1676936075091362,5.858420177669023,MAJ
9.832306392490864,-0.8082464889976426,MAJ
-9.698943607509136,-8.215653896405051,MAJ
0.3010563924908638,5.1176794369282845,MAJ
-4.698943607509136,-1.5489872297383833,MAJ
5.301056392490864,-3.7712094519606056,MAJ
-7.198943607509136,9.562123881372726,MAJ
2.801056392490864,2.895457214706061,MAJ
-2.198943607509136,-5.993431674182828,MAJ
7.801056392490864,7.339901659150502,MAJ
-8.448943607509136,0.6732349924838377,MAJ
1.5510563924908638,-8.956394637145792,MAJ
-3.448943607509136,4.376938696187544,MAJ
6.551056392490864,-2.289727970479124,MAJ
-5.948943607509136,-4.511950192701346,MAJ
4.051056392490864,8.821383140631987,MAJ
-0.9489436075091362,2.1547164739653213,MAJ
9.051056392490864,-6.734172414923569,MAJ
-9.073943607509136,6.599160918409764,MAJ
0.9260563924908638,-0.06750574825690192,MAJ
-4.073943607509136,-9.779439904635503,MAJ
5.926056392490864,3.5538934286978296,MAJ
-6.573943607509136,-3.1127732379688355,MAJ
3.426056392490864,-5.334995460191059,MAJ
-1.5739436075091362,7.998337873142274,MAJ
8.426056392490864,1.3316712064756087,MAJ
-7.823943607509136,-7.557217682413281,MAJ
2.176056392490864,5.776115650920051,MAJ
-2.823943607509136,-0.8905510157466134,MAJ
7.176056392490864,-8.297958423154022,MAJ
-5.323943607509136,5.035374910179311,MAJ
4.676056392490864,-1.6312917564873541,MAJ
-0.3239436075091362,-3.853513978709576,MAJ
9.676056392490864,9.479819354623755,MAJ
-9.386443607509136,2.81315268795709,MAJ
0.6135563924908638,-6.075736200931799,MAJ
-4.386443607509136,7.257597132401532,MAJ
5.613556392490864,0.5909304657348668,MAJ
-6.886443607509136,-9.038699163894762,MAJ
3.113556392490864,4.294634169438572,MAJ
-1.8864436075091362,-2.372032497228095,MAJ
8.113556392490864,-4.594254719450317,MAJ
-8.136443607509136,8.739078613883013,MAJ
1.8635563924908638,2.0724119472163482,MAJ
-3.136443607509136,-6.816476941672541,MAJ
6.863556392490864,6.51685639166079,MAJ
-5.636443607509136,-0.14981027500587274,MAJ
4.363556392490864,-9.285612744141677,MAJ
-0.6364436075091362,4.047720589191657,MAJ
9.363556392490864,-2.6189460774750084,MAJ
-8.761443607509136,-4.84116829969723,MAJ
1.2385563924908638,8.492165033636102,MAJ
6.238556392490864,-7.0633905219194535,MAJ
-6.261443607509136,6.269942811413878,MAJ
3.738556392490864,-0.3967238552527863,MAJ
-1.2614436075091362,-7.804131262660194,MAJ
8.738556392490864,5.529202070673138,MAJ
-7.511443607509136,-1.137464595993527,MAJ
2.488556392490864,-3.3596868182157493,MAJ
-2.511443607509136,9.973646515117583,MAJ
7.488556392490864,3.306979848450917,MAJ
-5.011443607509136,-5.5819090404379725,MAJ
4.988556392490864,7.75142429289536,MAJ
-0.0114436075091362,1.084757626228694,MAJ
9.988556392490864,-8.544872003400934,MAJ
-9.982146732509136,4.788461329932399,MAJ
0.0178532674908638,-1.8782053367342677,MAJ
-4.982146732509136,-4.10042755895649,MAJ
5.017853267490864,9.23290577437684,MAJ
-7.482146732509136,2.5662391077101754,MAJ
2.517853267490864,-6.322649781178713,MAJ
-2.482146732509136,7.010683552154617,MAJ
7.517853267490864,0.3440168854879544,MAJ
-8.732146732509136,-9.53252632438859,MAJ
1.2678532674908638,3.800807008944742,MAJ
-3.732146732509136,-2.8658596577219217,MAJ
6.267853267490864,-5.088081879944145,MAJ
-6.232146732509136,8.245251453389189,MAJ
3.767853267490864,1.5785847867225233,MAJ
-1.2321467325091362,-7.310304102166367,MAJ
8.767853267490864,6.023029231166966,MAJ
-9.357146732509136,-0.6436374354996999,MAJ
0.6428532674908638,-8.051044842907109,MAJ
-4.357146732509136,5.282288490426225,MAJ
5.642853267490864,-1.3843781762404406,MAJ
-6.857146732509136,-3.6066003984626627,MAJ
3.142853267490864,9.726732934870668,MAJ
-1.8571467325091362,3.0600662682040025,MAJ
8.142853267490864,-5.828822620684885,MAJ
-8.107146732509136,7.504510712648445,MAJ
1.8928532674908638,0.8378440459817793,MAJ
-3.107146732509136,-8.79178558364785,MAJ
6.892853267490864,4.541547749685487,MAJ
-5.607146732509136,-2.1251189169811813,MAJ
4.392853267490864,-4.347341139203404,MAJ
-0.6071467325091362,8.985992194129928,MAJ
9.392853267490864,2.319325527463263,MAJ
-9.669646732509136,-6.569563361425627,MAJ
0.3303532674908638,6.7637699719077045,MAJ
-4.669646732509136,0.09710330524103972,MAJ
5.330353267490864,-9.861744431384475,MAJ
-7.169646732509136,3.471588901948859,MAJ
2.830353267490864,-3.1950777647178077,MAJ
-2.169646732509136,-5.41729998694003,MAJ
7.830353267490864,7.916033346393303,MAJ
-8.419646732509136,1.2493666797266378,MAJ
1.5803532674908638,-7.639522209162253,MAJ
-3.419646732509136,5.69381112417108,MAJ
6.580353267490864,-0.9728555424955854,MAJ
-5.919646732509136,-8.380262949902992,MAJ
-0.9196467325091362,-1.713596283236326,MAJ
9.080353267490864,-3.935818505458548,MAJ
-9.044646732509136,9.397514827874785,MAJ
0.9553532674908638,2.7308481612081192,MAJ
-4.044646732509136,-6.1580407276807705,MAJ
5.955353267490864,7.175292605652562,MAJ
-6.544646732509136,0.508625938985896,MAJ
3.455353267490864,-9.121003690643734,MAJ
-1.5446467325091362,4.212329642689601,MAJ
8.455353267490864,-2.4543370239770668,MAJ
-7.794646732509136,-4.676559246199289,MAJ
2.205353267490864,8.656774087134043,MAJ
-2.794646732509136,1.9901074204673774,MAJ
7.205353267490864,-6.898781468421511,MAJ
-5.294646732509136,6.434551864911819,MAJ
4.705353267490864,-0.23211480175484467,MAJ
-0.2946467325091362,-9.367917270890647,MAJ
9.705353267490864,3.965416062442686,MAJ
-9.825896732509136,-2.70125060422398,MAJ
-4.825896732509136,8.40986050688713,MAJ
5.174103267490864,1.743193840220465,MAJ
-7.325896732509136,-7.145695048668425,MAJ
2.674103267490864,6.1876382846649065,MAJ
-2.325896732509136,-0.47902838200175824,MAJ
7.674103267490864,-7.886435789409165,MAJ
-8.575896732509136,5.446897543924168,MAJ
1.4241032674908638,-1.219769122742499,MAJ
-3.575896732509136,-3.441991344964721,MAJ
6.424103267490864,9.891341988368612,MAJ
3.924103267490864,-5.664213567186943,MAJ
-1.0758967325091362,7.669119766146388,MAJ
8.924103267490864,1.0024530994797232,MAJ
-9.200896732509136,-8.627176530149907,MAJ
0.7991032674908638,4.706156803183427,MAJ
-4.200896732509136,-1.9605098634832396,MAJ
5.799103267490864,-4.182732085705462,MAJ
-6.700896732509136,9.15060124762787,MAJ
3.299103267490864,2.4839345809612046,MAJ
-1.7008967325091362,-6.404954307927683,MAJ
8.299103267490864,6.928379025405647,MAJ
-7.950896732509136,0.2617123587389836,MAJ
2.049103267490864,-9.614830851137562,MAJ
-2.950896732509136,3.7185024821957713,MAJ
7.049103267490864,-2.948164184470894,MAJ
-5.450896732509136,-5.170386406693116,MAJ
4.549103267490864,8.162946926640217,MAJ
-0.4508967325091362,1.4962802599735525,MAJ
9.549103267490864,-7.3926086289153385,MAJ
-9.513396732509136,5.9407247044179945,MAJ
0.4866032674908638,-0.7259419622486718,MAJ
-4.513396732509136,-8.13334936965608,MAJ
-7.013396732509136,-1.4666827029894125,MAJ
2.986603267490864,-3.6889049252116344,MAJ
-2.013396732509136,9.644428408121698,MAJ
7.986603267490864,2.9777617414550317,MAJ
-8.263396732509136,-5.911127147433857,MAJ
1.7366032674908638,7.422206185899474,MAJ
-3.263396732509136,0.7555395192328085,MAJ
6.736603267490864,-8.874090110396821,MAJ
4.236603267490864,-2.2074234437301534,MAJ
9.236603267490864,8.903687667380957,MAJ
-8.888396732509136,2.237021000714292,MAJ
1.1116032674908638,-6.651867888174597,MAJ
-3.888396732509136,6.681465445158734,MAJ
6.111603267490864,0.014798778492068898,MAJ
-6.388396732509136,-9.971483800383103,MAJ
3.611603267490864,3.3618495329502296,MAJ
-1.3883967325091362,-3.3048171337164356,MAJ
8.611603267490864,-5.5270393559386575,MAJ
-7.638396732509136,7.806293977394674,MAJ
2.361603267490864,1.1396273107280086,MAJ
-2.638396732509136,-7.74926157816088,MAJ
7.361603267490864,5.584071755172451,MAJ
-5.138396732509136,-1.0825949114942135,MAJ
4.861603267490864,-8.490002318901622,MAJ
-0.1383967325091362,4.843331014431711,MAJ
9.861603267490864,-1.8233356522349542,MAJ
-9.904021732509136,-4.0455578744571765,MAJ
0.0959782674908638,9.287775458876155,MAJ
5.095978267490864,-6.267780096679399,MAJ
-7.404021732509136,7.0655532366539315,MAJ
